Dates,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrate Nitrogen (mg/L),Nitrite Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),pH,Phaeo-pigments (μg/L),Salinity (psu),Secchi Disc Depth (M),Silica (mg/L),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L)
2020/4/16,3.5,0.077,3.7,90,6.8,8,14,0.84,0.025,0.023,7.7,1.3,26,1.9,3.6,4.1,21.8,0.94,6.7,0.001,0.9
2020/4/16,0.4,0.063,2.8,89,6.7,21,32,0.46,0.022,0.024,7.7,1.3,27.2,1.9,2.1,6.3,21.8,0.55,6.7,0.001,1
2020/5/29,0.7,0.042,1,71,4.9,45,110,0.59,0.16,0.017,7.7,0.7,22.6,1.7,3.3,5.1,27.7,0.79,4.5,0.001,1.2
2020/5/29,0.8,0.033,1.1,73,5,44,120,0.48,0.16,0.016,7.7,0.3,23.4,1.7,3.3,4.9,27.3,0.67,4.7,0.001,1.5
2020/5/29,0.8,0.037,0.8,61,4.2,36,100,0.44,0.16,0.015,7.8,0.6,26.1,1.7,3.1,3.4,26.8,0.64,8.9,0.001,1.8
2020/7/13,1.7,0.018,13,99,7,7,13,1.1,0.069,0.022,8.2,2.9,11.5,1.6,6.4,9.4,30.1,1.19,4.8,0.002,2.6
2020/7/13,1.8,0.035,19,105,7.4,95,140,0.92,0.068,0.03,8.1,2.6,13.5,1.6,4.6,10,29.5,1.02,3.8,0.003,3.2
2020/7/13,1.3,0.056,16,103,7.2,54,100,0.72,0.063,0.021,8,2.3,19.4,1.6,3.7,9.8,28.1,0.84,3.9,0.003,2.2
2020/9/25,0.4,0.032,1,68,4.6,100,330,0.74,0.25,0.044,7.7,1.1,21.9,1.9,4.2,5.7,29.4,1.02,5.8,0.001,1.7
2020/9/25,0.4,0.035,0.8,74,4.9,130,290,0.67,0.19,0.043,7.8,1.3,24.7,1.9,4.2,5.6,29.4,0.9,5.2,0.001,1.5
2020/9/25,0.3,0.048,0.8,73,4.9,70,280,0.57,0.17,0.039,7.8,1.1,25.1,1.9,3.6,4.6,29.5,0.79,6.8,0.002,1
2020/10/7,0.4,0.059,0.8,84,5.6,14,33,0.35,0.087,0.029,7.9,0.6,26.5,2.5,2.9,14,28.6,0.5,6.2,0.003,2.2
2020/11/18,0.8,0.1,0.9,81,5.7,11,32,0.29,0.045,0.022,7.9,0.7,29.9,1.7,0.96,5,24.1,0.44,8.5,0.003,0.8
2020/11/18,0.8,0.086,1.4,91,6.4,9,27,0.25,0.04,0.015,7.9,0.8,31,1.7,0.84,11,23.8,0.38,14.5,0.003,1.4
2020/1/10,0.5,0.091,1.7,87,6.5,15,34,0.37,0.03,0.019,8.2,0.8,30.6,1.5,1.7,14,20.6,0.49,4.4,0.004,2.8
2020/1/10,0.6,0.084,2,88,6.6,11,19,0.29,0.026,0.007,8.2,1.5,30.8,1.5,1.5,18,20.5,0.4,7.1,0.004,2.9
2020/1/10,0.3,0.092,1.8,90,6.8,10,15,0.25,0.024,0.014,8.2,1.6,31.3,1.5,1.3,16,20.2,0.37,7.4,0.005,3
2020/7/13,1.2,0.03,16,98,7,8,11,1.1,0.061,0.032,8.2,2,12.2,1.9,5.8,8.6,29.8,1.19,4.1,0.003,2.8
2020/7/13,1.1,0.048,14,93,6.6,8,19,0.7,0.054,0.018,7.8,1.5,20.3,1.9,3.8,15,27.1,0.8,11,0.002,2.8
2020/9/25,0.4,0.036,1.4,81,5.3,4,24,0.33,0.1,0.023,7.9,0.4,30,2.8,2.1,6.9,29.2,0.47,10.1,0.002,1.3
2020/10/7,0.5,0.033,2.2,88,5.8,2,9,0.15,0.042,0.014,8,1,31,2.6,1.5,25,28.5,0.23,11,0.002,4
2020/10/7,0.4,0.031,2.4,86,5.6,4,10,0.14,0.038,0.014,8,1,31.4,2.6,1.5,37,28.6,0.21,31.8,0.002,6.4
2020/11/18,0.6,0.037,0.9,91,6.4,2,4,0.2,0.04,0.017,7.9,1.3,31.9,1.5,1.1,14,23.4,0.28,15.9,0.001,1.7
2020/1/10,0.5,0.19,1.2,91,6.8,800,4400,0.45,0.033,0.01,8,1.1,30.3,1.6,1.8,19,20.9,0.67,4.9,0.006,3.6
2020/1/10,0.6,0.2,0.9,77,5.8,560,3600,0.45,0.031,0.014,8,2.6,30.4,1.6,1.7,23,20.8,0.68,5.1,0.007,5.6
2020/5/29,0.9,0.069,1.9,70,4.8,20,90,0.46,0.14,0.012,7.7,1.1,24.1,1.7,3,4.7,27.4,0.67,3,0.002,1.1
2020/5/29,0.9,0.084,1.4,69,4.8,33,220,0.44,0.13,0.017,7.7,1.6,24.2,1.7,2.6,4.1,27.3,0.65,3.6,0.002,0.9
2020/7/13,3,0.051,32,106,7.3,12,95,0.58,0.058,0.014,8.3,7.9,16.5,1.9,4.2,13,30,0.69,3.9,0.007,5
2020/7/13,2.9,0.058,34,131,9.1,13,120,0.58,0.058,0.013,8.3,6.8,17,1.9,4.3,12,29.7,0.7,4,0.007,3.7
2020/10/7,0.5,0.11,1.5,115,7.7,480,12000,0.29,0.06,0.016,7.9,2,27.7,1.9,2.1,17,28.4,0.46,8.5,0.005,2.7
2020/10/7,0.6,0.11,1.5,73,4.8,1100,28000,0.29,0.061,0.012,7.9,1.9,27.7,1.9,2.1,14,28.4,0.46,6,0.005,2.4
2020/11/18,0.8,0.12,2.5,90,6.3,96,370,0.15,0.022,0.017,7.9,1.3,31.7,1.7,0.52,6.6,24,0.29,7.8,0.004,1.2
2020/11/18,0.8,0.11,2.5,85,6,110,440,0.15,0.022,0.012,7.9,2,31.7,1.7,0.49,7.8,24,0.28,7.2,0.003,1.3
2020/11/25,0.7,0.03,4.2,89,6.3,1,1,0.082,0.006,0.01,8,1.1,32.3,2.1,0.6,1.5,23.5,0.12,3.3,0.001,0.6
2020/11/25,0.5,0.034,2.9,103,7.3,1,1,0.092,0.008,0.008,8,1.4,32.2,2.1,0.63,1.4,23.3,0.13,3.2,0.001,0.5
2020/6/19,1.1,0.043,2.6,89,5.9,4,27,0.062,0.01,0.003,7.9,0.6,31.4,3,0.51,9.9,27.1,0.12,1.1,0.002,1.6
2020/6/19,0.9,0.056,3.3,56,3.9,1,37,0.06,0.014,0.01,7.8,1.2,34,3,1.2,12,24.1,0.13,2.4,0.001,2.2
2020/11/12,1,0.036,2.7,89,6.3,60,160,0.012,0.003,0.005,8,1.7,32.7,3.3,0.31,11,23.5,0.05,3.6,0.001,2.3
2020/11/12,0.9,0.032,2.9,106,7.4,47,140,0.007,0.003,0.007,8,0.6,32.8,3.3,0.33,11,23.5,0.04,3.4,0.001,2.9
2020/11/12,1,0.032,2.2,101,7.1,1,2,0.011,0.003,0.008,7.9,0.9,32.8,3,0.34,16,23.4,0.05,5.5,0.001,2.6
2020/6/19,1,0.045,2.7,88,5.7,1,5,0.046,0.008,0.004,8.1,0.7,26.9,2.9,0.3,8.1,30.3,0.1,1.5,0.004,1.6
2020/6/19,1,0.045,3,97,6.3,2,20,0.08,0.011,0.004,8.3,1.5,27.5,3.5,0.06,11,29.9,0.14,1.7,0.005,1.8
2020/6/19,0.9,0.062,1.9,27,1.9,1,7,0.065,0.016,0.012,8,1.3,34.2,3.5,1.2,12,23.3,0.14,2.3,0.002,1.8
2020/10/28,1.4,0.019,4.6,100,6.8,6,11,0.002,0.002,0.017,8.1,1.3,33,2.1,0.42,1.8,25.4,0.02,3.5,0.001,1
2020/11/25,0.8,0.084,2.3,94,6.6,1,7,0.049,0.004,0.007,8,1.2,32.2,2.9,0.9,0.6,23.8,0.14,3.7,0.003,0.5
2020/10/28,1.2,0.043,2.3,80,5.4,340,1600,0.006,0.003,0.012,7.9,1.3,33,1.8,0.41,2.1,25.4,0.05,4.2,0.001,0.7
2020/11/12,1,0.031,2.6,85,5.9,86,250,0.011,0.003,0.004,7.9,1.3,32.6,2,0.44,9.1,23.8,0.05,3.5,0.001,2.4
2020/5/27,1.6,0.061,5.5,90,6,180,3100,0.065,0.009,0.003,7.9,4.6,30.1,2,0.53,4.2,27.8,0.14,3.6,0.002,1.6
2020/5/27,1,0.065,2.2,100,6.6,44,70,0.041,0.007,0.005,7.9,4.1,32.1,2,0.35,2.7,26.8,0.11,2.6,0.002,0.9
2020/10/28,1.6,0.029,6.7,95,6.5,22,66,0.003,0.002,0.007,8.1,1.8,33.1,2,0.28,3.6,25.4,0.03,4.3,0.002,1.4
2020/1/15,0.4,0.03,1.6,103,7.8,8,11,0.015,0.005,0.004,8.3,2,32.5,3.8,0.25,3,19.4,0.05,1.1,0.002,0.8
2020/5/22,0.7,0.068,0.6,95,6.4,8,90,0.1,0.014,0.003,7.8,0.5,30.6,3.9,0.12,2.4,26.4,0.18,2.5,0.002,1.2
2020/5/22,0.7,0.052,0.2,57,4,2,13,0.04,0.037,0.011,7.7,0.8,34,3.9,0.56,3.3,23.7,0.13,4.4,0.001,0.9
2020/6/17,0.7,0.04,2.4,91,6.3,4,6,0.34,0.052,0.003,7.7,1.4,28.9,3,2.4,7.6,26.1,0.43,1.5,0.001,1.6
2020/1/9,0.3,0.21,1.2,85,6.3,11,22,0.26,0.022,0.03,8.1,0.7,31.9,1.9,1.5,12,20.6,0.49,4.4,0.009,2.3
2020/1/9,0.7,0.17,1,81,6,4,13,0.29,0.023,0.035,8.1,1.1,31.9,1.9,1.4,18,20.6,0.48,3.8,0.007,2.9
2020/5/25,1.1,0.098,4.6,72,5,1000,5100,0.32,0.042,0.018,7.6,2,27.9,1.8,1.8,4.3,26.1,0.46,3.4,0.002,1.3
2020/5/25,1.2,0.11,2.6,65,4.5,42,120,0.28,0.052,0.024,7.6,0.7,28.3,1.8,1.4,4.2,26.1,0.44,3.2,0.002,1
2020/7/8,2.2,0.076,19,100,6.9,55,130,0.3,0.039,0.009,8.1,4.8,24.6,2.1,1.1,16,27.9,0.42,4.7,0.006,3.8
2020/7/8,1.8,0.095,18,99,6.8,80,240,0.29,0.037,0.009,8.2,4.9,24.9,2.1,1.3,16,27.7,0.42,5.5,0.008,3.7
2020/9/30,0.7,0.091,5.1,86,5.6,7,17,0.19,0.04,0.015,7.9,1.9,29.9,1.8,1.5,9.6,29,0.32,7.6,0.004,2.4
2020/10/15,0.5,0.14,2.1,86,5.7,22,53,0.056,0.012,0.016,7.9,1.9,32.4,1.6,0.74,15,27,0.21,7.7,0.006,2.4
2020/10/15,0.4,0.14,2.1,87,5.8,14,34,0.06,0.012,0.02,7.9,2,32.4,1.6,0.73,11,27,0.21,9.3,0.006,1.4
2020/11/6,0.5,0.058,5.6,96,6.6,3,8,0.1,0.038,0.014,7.7,2.2,33.1,2.4,0.81,4.2,24.6,0.2,5,0.001,1.2
2020/11/6,0.5,0.062,6.2,97,6.7,3,13,0.1,0.038,0.015,7.8,2.4,33.1,2.4,0.81,13,24.5,0.2,5.1,0.002,2.8
2020/1/9,0.8,0.19,2.2,90,6.7,1,2,0.26,0.023,0.035,8,1.2,32,1.8,1.7,14,20.8,0.47,4.7,0.007,2.7
2020/1/9,1,0.16,2.1,81,6,2,5,0.28,0.022,0.032,8,1.7,32,1.8,1.4,16,20.8,0.46,4.1,0.006,3.2
2020/1/9,1,0.22,2.2,88,6.6,1,3,0.27,0.022,0.033,8,1.6,32,1.8,1.5,14,20.9,0.51,4.6,0.008,2.4
2020/5/25,1.1,0.11,3.6,66,4.6,18,66,0.24,0.048,0.024,7.5,3.1,28.7,2.4,1.6,4.4,26,0.4,3.4,0.002,1.2
2020/5/25,1.2,0.12,3.8,60,4.1,27,63,0.24,0.05,0.022,7.6,2.1,28.7,2.4,1.4,5.8,26.1,0.41,5.5,0.002,1.2
2020/5/25,1.1,0.11,3.8,56,3.8,49,110,0.24,0.052,0.022,7.6,1.4,29.5,2.4,1.4,6.5,26,0.4,8.1,0.002,1.4
2020/6/4,2.2,0.049,16,83,5.6,1,2,0.21,0.06,0.005,8.2,4.7,25.9,2.5,0.12,17,28.6,0.32,4.9,0.005,4.2
2020/6/4,1.9,0.061,13,123,8.3,1,3,0.2,0.064,0.004,8.2,5.3,26.2,2.5,0.29,16,28.1,0.33,2.9,0.005,3.5
2020/7/8,3.3,0.071,24,131,8.8,1,11,0.14,0.024,0.01,8.4,4.7,25.1,2,0.07,15,28.6,0.24,3,0.01,4.4
2020/7/8,2.5,0.078,22,125,8.5,5,13,0.19,0.028,0.007,8.2,6.8,25.4,2,0.27,14,28,0.3,4.4,0.007,4.2
2020/7/8,1.8,0.13,15,114,7.8,4,9,0.21,0.03,0.007,8.1,5,26.9,2,1.2,17,27,0.37,4.5,0.008,3.8
2020/9/30,0.7,0.11,4.2,85,5.5,5,11,0.17,0.038,0.014,7.9,2.3,30.2,2.3,1.4,5.1,28.9,0.32,5.3,0.005,1
2020/9/30,0.6,0.12,3.2,81,5.3,7,18,0.17,0.038,0.016,7.9,2.2,30.6,2.3,1.5,5.4,28.9,0.33,7.1,0.006,1
2020/10/15,0.5,0.15,1.5,88,5.9,6,30,0.05,0.012,0.021,8,1.9,32.4,2.1,0.74,7.1,27.1,0.21,6.6,0.007,1.1
2020/10/15,0.5,0.15,1.9,89,5.9,4,18,0.048,0.014,0.021,8,1.1,32.4,2.1,0.74,8.9,27,0.21,6.8,0.007,1
2020/10/15,0.5,0.15,1.6,87,5.8,12,29,0.05,0.013,0.02,8,1.5,32.5,2.1,0.75,9.8,27,0.21,9.5,0.007,1.4
2020/11/6,0.7,0.048,7.1,98,6.8,1,4,0.096,0.039,0.012,7.8,2.5,33.1,1.9,0.73,5.4,24.5,0.18,8.1,0.001,1.4
2020/1/9,0.7,0.2,2.5,88,6.6,9,10,0.23,0.02,0.032,8.1,0.6,32,1.5,1.2,17,20.6,0.45,6.6,0.008,3.1
2020/1/9,0.5,0.19,2.2,85,6.3,7,11,0.24,0.02,0.032,8.1,0.9,32,1.5,1.2,21,20.6,0.45,5.4,0.007,3.8
2020/1/9,0.5,0.21,2.1,83,6.2,8,11,0.24,0.019,0.032,8.1,0.7,32.1,1.5,1.3,28,20.6,0.47,8.5,0.008,5.1
2020/5/25,0.9,0.11,1.9,71,4.9,11,32,0.26,0.054,0.022,7.7,1.6,28.2,2.2,1.4,3,25.9,0.42,2.1,0.003,1
2020/5/25,1.1,0.11,2.1,69,4.8,9,16,0.26,0.055,0.024,7.7,1.8,28.3,2.2,1.2,3.1,26,0.43,2.4,0.003,0.8
2020/5/25,0.9,0.11,1.7,64,4.4,24,46,0.24,0.056,0.025,7.7,0.8,30.5,2.2,1.2,4.2,25.8,0.41,4.3,0.003,1
2020/6/4,1.7,0.058,16,87,6,10,19,0.31,0.086,0.008,8.2,5.2,23.8,1.7,1.1,14,28.4,0.45,12.4,0.005,3.1
2020/6/4,2,0.063,18,119,8.1,310,440,0.27,0.082,0.006,8.2,5.5,24.1,1.7,1.1,15,28.2,0.42,3.4,0.005,3.3
2020/7/8,2.4,0.064,23,123,8.4,2,2,0.27,0.033,0.008,8.3,5.5,24.7,2.4,0.58,16,28.1,0.37,3.3,0.007,3.8
2020/7/8,2.7,0.07,24,115,7.8,6,12,0.27,0.033,0.007,8.3,5.1,24.7,2.4,0.61,16,28.1,0.37,3.6,0.007,4.1
2020/7/8,1.7,0.072,16,116,8,31,63,0.27,0.038,0.007,8,4.4,28.1,2.4,1.3,15,26.4,0.38,4.5,0.004,3.2
2020/9/30,0.8,0.073,5.6,91,5.9,10,48,0.14,0.031,0.01,8,1.3,30.5,2.4,0.98,3.4,29.2,0.24,4.2,0.004,1
2020/9/30,0.6,0.087,4.2,92,6,17,29,0.11,0.028,0.011,8,1.4,30.8,2.4,1.1,4,29,0.23,4.5,0.004,1
2020/9/30,0.6,0.081,3.6,80,5.2,24,54,0.11,0.027,0.011,8,1.7,31.7,2.4,1.1,4.3,28.9,0.22,4.6,0.004,0.9
2020/10/15,0.4,0.14,1.2,85,5.6,79,180,0.046,0.013,0.021,8,1.7,32.6,1.8,0.75,14,27.1,0.2,11.9,0.007,1.5
2020/10/15,0.5,0.14,0.9,87,5.7,30,100,0.047,0.012,0.021,8,1.8,32.6,1.8,0.71,15,27.1,0.2,11.6,0.007,1.5
2020/10/15,0.3,0.14,1.1,88,5.8,77,180,0.045,0.013,0.021,8,1.7,32.6,1.8,0.72,14,27.1,0.2,13.7,0.007,1.9
2020/11/6,0.7,0.048,6.4,106,7.3,1,1,0.094,0.037,0.013,7.9,2.3,33.1,2,0.66,3.6,24.8,0.18,3.8,0.002,1.4
2020/11/6,0.7,0.049,7.3,95,6.6,95,180,0.095,0.037,0.013,7.8,1.9,33.1,2,0.74,4.8,24.3,0.18,6,0.001,1.4
2020/1/9,0.8,0.13,2.4,87,6.4,7,13,0.21,0.019,0.024,8.1,1.2,32.2,1.8,1.2,15,20.7,0.36,4.9,0.006,3.1
2020/1/9,0.7,0.12,2.1,84,6.2,19,35,0.2,0.017,0.022,8.1,1.3,32.2,1.8,1.1,22,20.6,0.34,3.2,0.005,4.6
2020/1/9,0.6,0.13,1.8,89,6.7,18,31,0.2,0.017,0.026,8.1,0.8,32.3,1.8,1.1,15,20.4,0.35,4.4,0.006,2.8
2020/5/25,1,0.1,1.7,81,5.6,4,12,0.23,0.04,0.016,7.7,2.1,28.4,2.6,0.98,2,26.2,0.37,2.2,0.003,0.9
2020/5/25,1.2,0.094,1.5,76,5.2,1,3,0.24,0.042,0.02,7.7,2.2,28.5,2.6,1,2.9,26.3,0.38,2.9,0.002,1
2020/5/25,1.1,0.096,2.5,77,5.3,12,24,0.23,0.044,0.015,7.7,0.6,29.3,2.6,1.1,2.9,26.2,0.37,5.3,0.002,1
2020/6/4,1.9,0.042,10,108,7.4,6,9,0.33,0.093,0.01,8.1,2.8,22.5,1.9,1.5,12,28.9,0.47,2.9,0.003,3.1
2020/7/8,2.4,0.059,25,132,9.1,3,6,0.27,0.034,0.006,8.1,5.6,26.6,3.4,0.59,17,27.2,0.36,5.1,0.004,4.1
2020/9/30,0.7,0.06,6.5,89,5.7,3,4,0.081,0.02,0.006,8,1.3,31,2.1,0.73,4.4,29.5,0.16,4.8,0.004,1.4
2020/9/30,0.9,0.071,5.8,92,5.9,1,2,0.076,0.02,0.005,8,2,31,2.1,0.76,4.6,29.1,0.17,5.8,0.004,0.9
2020/9/30,0.8,0.068,5.2,86,5.6,1,1,0.074,0.02,0.009,8,2.2,31.2,2.1,0.81,8.2,28.9,0.16,6.4,0.004,1.9
2020/10/15,0.4,0.048,1.2,86,5.7,13,26,0.027,0.015,0.016,8.1,1.8,32.8,1.6,0.72,17,27,0.09,13.9,0.003,1.7
2020/10/15,0.3,0.045,1,88,5.8,10,19,0.024,0.015,0.012,8.1,1.6,32.8,1.6,0.7,16,27,0.08,13.6,0.003,1.8
2020/10/15,0.3,0.05,1.2,90,6,14,35,0.024,0.016,0.012,8.1,1.5,32.8,1.6,0.72,19,27,0.09,13.5,0.003,2
2020/11/6,0.7,0.046,4.2,91,6.3,28,61,0.092,0.037,0.014,7.9,1.7,33.3,2.1,0.86,4.4,24.5,0.18,4.9,0.001,1.2
2020/11/6,0.7,0.037,4.4,94,6.5,45,67,0.089,0.039,0.015,7.8,1.4,33.3,2.1,0.93,4.2,24.3,0.17,5.6,0.001,0.8
2020/1/9,0.6,0.097,1.5,81,6.1,12,20,0.16,0.014,0.013,8.2,1.4,32.3,1.9,0.9,27,20.2,0.27,5.5,0.004,4.5
2020/1/9,0.6,0.11,1.4,97,7.3,65,74,0.14,0.014,0.017,8.2,0.8,32.4,1.9,0.87,21,20,0.26,6,0.005,3.4
2020/6/4,1.2,0.036,10,95,6.6,1,5,0.51,0.11,0.013,8,3,21.1,2.5,3,13,28.1,0.66,7,0.002,3.2
2020/6/4,1,0.048,6.3,93,6.3,2,2,0.24,0.092,0.004,7.9,3.4,27.6,2.5,1.7,14,27,0.38,2.2,0.002,2.7
2020/7/8,1.8,0.065,12,79,5.4,2,8,0.33,0.038,0.007,8,4.4,28.7,2.4,1.8,12,26.5,0.43,2.4,0.003,2.9
2020/7/8,1.9,0.064,16,61,4.2,4,13,0.34,0.039,0.008,7.9,3.8,33.9,2.4,1.8,12,23.7,0.44,5.9,0.002,2.6
2020/1/15,0.5,0.049,1.9,101,7.6,3,6,0.031,0.006,0.006,8.3,1.7,32.5,2.6,0.31,8.4,19.5,0.09,4.3,0.003,1.1
2020/5/22,0.7,0.085,1.1,79,5.3,1,14,0.19,0.018,0.008,7.9,1,29.2,3.2,0.21,2.4,26.8,0.29,1.7,0.004,1
2020/5/22,0.8,0.073,0.8,56,3.8,2,11,0.13,0.02,0.007,7.8,0.6,33.6,3.2,0.25,4.2,24.2,0.22,3.4,0.002,1.6
2020/5/22,0.9,0.078,1,53,3.6,6,14,0.14,0.018,0.009,7.8,0.8,34.1,3.2,0.22,2.6,24,0.24,5.2,0.002,0.8
2020/6/17,0.6,0.051,1.5,40,2.7,9,16,0.42,0.063,0.009,7.8,1.6,34.1,2.3,3.9,12,24.2,0.53,9.5,0.001,2.3
2020/1/15,0.6,0.031,3.3,91,6.9,1,1,0.01,0.003,0.006,8.3,1.6,32.4,2.8,0.19,2.6,19.3,0.04,1.8,0.002,0.8
2020/5/22,0.8,0.083,0.5,79,5.3,4,17,0.15,0.018,0.011,7.9,1.2,29.8,3.5,0.16,2.1,26.6,0.25,4.1,0.004,0.9
2020/5/22,0.7,0.076,1,58,4,5,16,0.14,0.016,0.007,7.8,0.7,34.1,3.5,0.16,2.1,23.9,0.23,2.2,0.002,0.9
2020/5/22,0.8,0.076,0.7,58,4.1,7,21,0.1,0.018,0.009,7.8,0.4,34.1,3.5,0.2,2.4,23.9,0.19,3.3,0.002,0.9
2020/1/15,0.4,0.078,1.3,91,6.9,9,14,0.018,0.007,0.004,8.3,1.7,32.5,2.6,0.32,6.8,19.5,0.1,4.5,0.004,1
2020/1/15,0.3,0.067,1.1,99,7.5,5,19,0.025,0.006,0.004,8.3,2.4,32.5,2.6,0.33,7.6,19.5,0.1,4.3,0.004,1.3
2020/5/22,0.7,0.09,0.7,89,6.1,11,73,0.14,0.02,0.007,7.9,0.8,30.2,3.6,0.24,2.2,26.3,0.25,3.7,0.003,1
2020/7/3,2.5,0.062,18,92,6.2,100,170,0.24,0.021,0.009,8.2,3.6,23.7,2.3,0.11,4.3,28.6,0.32,3.7,0.006,2.1
2020/7/3,2,0.037,15,106,7.3,67,90,0.2,0.024,0.006,7.9,2.5,29.7,2.3,0.36,4.1,25.7,0.26,1.8,0.002,1.9
2020/9/10,1.1,0.067,1.4,77,5.1,12,26,0.062,0.026,0.011,7.9,1.4,31.8,2.7,0.82,2,27.1,0.16,3,0.003,0.6
2020/1/9,0.6,0.08,2.3,86,6.5,16,25,0.17,0.016,0.018,8.2,0.5,32.3,2.2,0.94,15,20.3,0.27,6.2,0.004,2.9
2020/1/9,0.8,0.2,2,90,6.7,5,8,0.17,0.015,0.018,8.2,0.4,32.3,2.2,0.97,14,20.3,0.39,4.5,0.009,2.2
2020/1/9,0.7,0.12,1.8,96,7.2,13,25,0.17,0.016,0.02,8.2,0.8,32.3,2.2,0.98,18,20.3,0.31,5.1,0.005,2.9
2020/7/8,2.1,0.054,23,103,7.1,4,17,0.29,0.034,0.008,8.2,5.6,24.6,2.6,1.1,16,28,0.38,2.6,0.004,3.6
2020/7/8,1.7,0.074,19,107,7.4,14,34,0.27,0.035,0.006,8,5.2,27.7,2.6,1.2,13,26.6,0.38,4.8,0.003,3
2020/9/30,0.3,0.068,3.7,91,5.9,1,4,0.074,0.022,0.011,8,1.9,31.4,2.2,0.9,3.4,28.9,0.16,4.5,0.004,0.8
2020/10/15,0.6,0.034,1,79,5.3,30,79,0.016,0.014,0.011,8.1,0.6,32.8,1.6,0.53,14,27,0.06,11.7,0.002,1.7
2020/10/15,0.6,0.036,0.7,89,5.9,35,75,0.015,0.014,0.012,8.1,1.6,32.9,1.6,0.54,14,27,0.07,11.5,0.002,2
2020/10/15,0.4,0.034,0.7,91,6,15,33,0.015,0.013,0.011,8.1,0.9,32.9,1.6,0.57,18,27,0.06,11.7,0.002,2.2
2020/1/6,0.6,0.037,1.7,100,7.5,1,1,0.089,0.014,0.012,8.2,0.9,32.5,3.7,0.84,2.2,19.9,0.14,0.9,0.002,0.7
2020/3/20,0.9,0.084,1,90,6.8,3,5,0.016,0.005,0.013,8.1,1.3,33,3.7,0.61,6.4,19.8,0.11,1.9,0.003,1.1
2020/3/20,0.9,0.055,0.7,94,7.1,5,7,0.01,0.004,0.01,8.1,1.3,33.1,3.7,0.6,7.9,19.6,0.07,1.2,0.002,1.4
2020/3/20,0.6,0.06,0.8,96,7.2,8,12,0.008,0.005,0.012,8.2,1.5,33.1,3.7,0.59,7.1,19.6,0.07,1.7,0.003,1.4
2020/6/3,0.7,0.031,2.9,68,4.6,1,3,0.073,0.079,0.008,8,2.2,32.5,2,0.86,13,25.5,0.18,3.2,0.001,2.4
2020/7/10,1.5,0.067,11,91,6.2,24,180,0.24,0.037,0.004,8.3,3.7,27.6,3.2,1.2,11,27,0.34,2.9,0.006,2.4
2020/7/10,0.6,0.047,1.9,64,4.5,26,73,0.075,0.028,0.009,8.1,2.2,33.7,3.2,0.94,13,23.7,0.15,3.2,0.002,2.7
2020/7/10,0.3,0.051,0.4,65,4.6,3,13,0.034,0.02,0.015,8,1.7,34.1,3.2,1,19,23.1,0.11,5.4,0.002,3.6
2020/1/15,0.7,0.18,4,86,6.5,2700,4000,0.14,0.011,0.012,8.3,1.1,32.1,2.5,0.63,3.8,19.9,0.33,5.8,0.01,1
2020/1/15,0.7,0.19,2.7,88,6.7,2800,4200,0.13,0.011,0.008,8.3,2.5,32.1,2.5,0.65,4.6,19.9,0.33,5,0.01,1
2020/1/15,0.6,0.082,3,97,7.3,1500,3400,0.13,0.01,0.006,8.3,2.4,32.3,2.5,0.58,4.7,19.8,0.22,3.2,0.005,1.1
2020/3/20,0.8,0.076,0.9,90,6.7,4,8,0.019,0.005,0.011,8.3,1.6,33,3.5,0.6,9.1,19.8,0.1,4.4,0.005,1.5
2020/3/20,0.8,0.06,1,84,6.3,4,5,0.013,0.004,0.01,8.3,1.4,33,3.5,0.59,6.3,19.8,0.08,1.5,0.004,0.9
2020/3/20,0.6,0.067,1.2,94,7,5,8,0.01,0.004,0.01,8.3,0.7,33,3.5,0.59,9.1,19.7,0.08,2,0.004,1.2
2020/5/22,0.8,0.11,0.6,69,4.7,29,85,0.18,0.019,0.017,7.9,0.9,29.6,3,0.32,3,26.5,0.31,2.8,0.005,1.2
2020/5/22,0.7,0.11,0.6,69,4.7,31,61,0.17,0.019,0.014,8,0.6,29.7,3,0.32,3,26.4,0.3,2.6,0.005,1
2020/5/22,0.9,0.11,0.3,66,4.5,38,91,0.15,0.02,0.016,8,0.3,32.4,3,0.37,1.8,25,0.28,2.5,0.005,0.8
2020/6/17,1,0.054,4.7,83,5.8,6,28,0.59,0.068,0.009,8,1.2,19.8,4,3.8,6.4,28.5,0.71,5.2,0.003,1.8
2020/6/17,0.7,0.057,2.6,46,3.2,14,22,0.34,0.061,0.006,8,0.5,32.5,4,2.8,7.3,25,0.46,3.5,0.003,1.4
2020/7/3,2.4,0.041,21,93,6.3,4,16,0.26,0.023,0.01,8.3,3,23.4,2.4,0.47,4.3,28.5,0.32,2.7,0.004,2.1
2020/7/3,1.8,0.062,17,109,7.4,48,97,0.22,0.024,0.006,8.1,3.5,25.7,2.4,0.48,4.2,27.6,0.31,1.7,0.005,1.9
