"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Victoria Harbour","VM12","2019-06-03","1","Bottom Water","0.1","0.17","0.5","71","4.8","2400","5000","0.19","0.027","0.029","7.6","2","30.7","2","1.4","7.8","26","0.39","0.37","0.59","0.03","4.6","0.003","1"
"Victoria Harbour","VM12","2019-07-25","1","Surface Water","2.5","0.039","29","97","6.6","160","1900","0.23","0.027","0.003","8.3","7.4","27.6","1.8","0.71","15","27.4","0.3","0.45","0.71","0.04","15.2","0.004","4"
"Victoria Harbour","VM12","2019-07-25","1","Middle Water","1.2","0.06","21","76","5.2","430","1500","0.26","0.033","0.014","8","3.6","29","1.8","1.6","11","26.1","0.35","0.44","0.73","0.04","14.8","0.003","3"
"Victoria Harbour","VM12","2019-07-25","1","Bottom Water","0.7","0.052","19","40","2.8","1800","3900","0.18","0.043","0.003","7.9","4.1","32.2","1.8","1.6","18","24.8","0.28","0.32","0.54","0.04","15.4","0.002","3.3"
"Victoria Harbour","VM12","2019-08-08","1","Surface Water","0.4","0.11","0.9","61","4.4","910","2200","0.22","0.085","0.019","7.9","<0.2","28.2","2","2.1","7.6","27.8","0.42","0.3","0.61","0.05","13.1","0.005","1"
"Victoria Harbour","VM12","2019-08-08","1","Middle Water","0.4","0.1","0.6","60","4.1","1100","2100","0.21","0.08","0.026","7.9","0.7","28.6","2","2","6.6","27.6","0.39","0.35","0.64","0.05","13.7","0.004","0.9"
"Victoria Harbour","VM12","2019-08-08","1","Bottom Water","0.5","0.13","1.5","61","4.1","410","1000","0.14","0.053","0.023","7.9","2.2","29.8","2","1.7","26","27.6","0.32","0.61","0.8","0.06","18.1","0.006","2.7"
"Victoria Harbour","VM12","2019-09-12","1","Surface Water","0.6","0.11","4.6","92","6","220","1100","0.18","0.035","0.008","8.2","3.1","28.7","1.9","1.8","14","29","0.33","1.1","1.32","0.04","8","0.01","1.9"
"Victoria Harbour","VM12","2019-09-12","1","Middle Water","0.6","0.11","5.1","76","5","620","2100","0.17","0.036","0.013","8.2","2.7","28.8","1.9","1.8","11","28.9","0.32","1.1","1.31","0.04","7.5","0.01","1.5"
"Victoria Harbour","VM12","2019-09-12","1","Bottom Water","0.4","0.13","4.6","72","4.7","430","1900","0.14","0.032","0.015","8.2","2.2","29.4","1.9","1.6","6.7","28.8","0.3","1.7","1.87","0.04","4.4","0.011","1"
"Victoria Harbour","VM12","2019-10-04","1","Surface Water","<0.1","0.12","0.8","74","4.7","50","110","0.35","0.064","0.021","7.8","0.4","30.3","2.3","1.7","5.6","29.9","0.53","0.71","1.12","0.05","3.9","0.005","1.1"
"Victoria Harbour","VM12","2019-10-04","1","Middle Water","0.2","0.13","0.6","69","4.5","320","720","0.33","0.065","0.021","7.8","0.6","30.7","2.3","1.8","6.9","29.5","0.53","0.59","0.99","0.04","5.2","0.005","1"
"Victoria Harbour","VM12","2019-10-04","1","Bottom Water","0.1","0.22","0.9","67","4.3","1800","6500","0.26","0.053","0.026","7.8","<0.2","31","2.3","1.7","14","29.5","0.53","0.49","0.8","0.05","7.2","0.008","2.2"
"Victoria Harbour","VM12","2019-11-04","1","Surface Water","0.5","0.082","0.6","87","5.8","260","700","0.15","0.071","0.029","7.8","<0.2","31.7","2.8","1.4","4.2","26.8","0.3","0.66","0.88","0.05","4","0.002","0.8"
"Victoria Harbour","VM12","2019-11-04","1","Middle Water","0.3","0.099","0.7","75","5","1000","4300","0.14","0.067","0.029","7.8","<0.2","31.9","2.8","1.4","5","26.8","0.31","0.66","0.87","0.06","4.2","0.003","0.7"
"Victoria Harbour","VM12","2019-11-04","1","Bottom Water","0.3","0.13","0.6","74","4.9","630","1300","0.12","0.058","0.029","7.8","<0.2","32.2","2.8","1.3","6.9","26.8","0.31","0.82","1","0.05","5.4","0.004","0.8"
"Victoria Harbour","VM12","2019-12-02","1","Surface Water","0.3","0.21","1.7","85","6","1400","3400","0.067","0.014","0.023","8.1","0.5","33","2.3","0.75","4.8","23.7","0.29","0.39","0.47","0.06","26.2","0.01","1.4"
"Victoria Harbour","VM12","2019-12-02","1","Middle Water","0.3","0.21","2","77","5.4","4800","13000","0.063","0.014","0.024","8.1","0.4","33","2.3","0.8","4","23.7","0.29","0.25","0.33","0.07","3.2","0.01","1"
"Victoria Harbour","VM12","2019-12-02","1","Bottom Water","0.3","0.21","2","78","5.5","4500","12000","0.059","0.014","0.027","8.1","1.3","33.1","2.3","0.62","5.2","23.6","0.28","0.23","0.3","0.06","4.3","0.01","1.3"
"Victoria Harbour","VM14","2019-01-04","1","Surface Water","0.4","0.11","0.7","76","5.8","240","390","0.084","0.022","0.022","8","0.5","33.1","2","0.92","4.6","19.4","0.22","0.31","0.42","0.04","3","0.003","0.7"
"Victoria Harbour","VM14","2019-01-04","1","Middle Water","0.4","0.1","0.2","86","6.5","450","740","0.081","0.022","0.022","8","1","33.2","2","0.97","5.4","19.5","0.2","0.33","0.43","0.04","2.7","0.003","0.8"
"Victoria Harbour","VM14","2019-01-04","1","Bottom Water","0.3","0.11","<0.2","85","6.4","570","790","0.084","0.023","0.021","8","1","33.2","2","0.94","5.3","19.4","0.22","0.36","0.47","0.04","3.5","0.003","0.6"
"Victoria Harbour","VM14","2019-02-08","1","Surface Water","1.4","0.084","5.3","103","7.8","190","250","0.32","0.019","0.014","8","2.9","29.7","2.7","0.36","3.2","20","0.42","0.48","0.82","0.03","1.7","0.003","1.2"
"Victoria Harbour","VM14","2019-02-08","1","Middle Water","1.5","0.097","4.5","111","8.4","270","400","0.31","0.018","0.015","8","3.6","29.9","2.7","0.36","4.1","19.9","0.43","0.39","0.72","0.03","1.4","0.003","1.6"
"Victoria Harbour","VM14","2019-02-08","1","Bottom Water","1.4","0.11","5.6","106","8.1","280","350","0.29","0.016","0.017","8","2.8","30.2","2.7","0.36","4.5","19.8","0.42","0.54","0.85","0.05","1.8","0.003","1.3"
"Victoria Harbour","VM14","2019-03-25","1","Surface Water","<0.1","0.18","0.7","79","5.9","200","450","0.22","0.016","0.028","7.8","0.7","30.5","2.5","1","9.7","21.3","0.42","0.46","0.7","0.04","2.4","0.004","1.4"
"Victoria Harbour","VM14","2019-03-25","1","Middle Water","<0.1","0.19","0.3","64","4.7","220","410","0.21","0.015","0.029","7.8","1.4","30.6","2.5","0.97","11","21.5","0.42","0.49","0.72","0.04","2.5","0.004","1.7"
"Victoria Harbour","VM14","2019-03-25","1","Bottom Water","0.1","0.2","0.4","75","5.5","120","420","0.19","0.014","0.03","7.8","1.6","31.1","2.5","0.93","11","21.5","0.4","0.41","0.61","0.04","2.9","0.004","2"
"Victoria Harbour","VM14","2019-04-10","1","Surface Water","0.5","0.11","3.2","80","5.7","140","210","0.37","0.021","0.01","7.9","<0.2","28.9","4","1.3","1.8","24","0.5","0.23","0.62","0.03","0.6","0.004","0.6"
"Victoria Harbour","VM14","2019-04-10","1","Middle Water","0.2","0.12","1.3","70","5","320","570","0.31","0.017","0.017","7.9","<0.2","29.3","4","1.2","8.8","23.7","0.45","0.26","0.59","0.03","0.7","0.004","2.1"
"Victoria Harbour","VM14","2019-04-10","1","Bottom Water","0.3","0.13","1","81","5.8","510","1100","0.29","0.015","0.01","7.9","<0.2","30.4","4","1.1","8","23.5","0.44","0.3","0.61","0.04","1.3","0.004","1.7"
"Victoria Harbour","VM14","2019-05-09","1","Surface Water","0.6","0.14","0.3","71","5.1","420","2100","0.34","0.023","0.026","7.7","0.6","28.8","2.4","1.5","4","23.9","0.5","0.35","0.71","0.04","2.4","0.003","0.7"
"Victoria Harbour","VM14","2019-05-09","1","Middle Water","0.5","0.14","0.5","63","4.5","780","4000","0.32","0.022","0.028","7.7","0.6","29","2.4","1.3","5.8","24","0.48","0.31","0.65","0.04","2.5","0.003","1.2"
"Victoria Harbour","VM14","2019-05-09","1","Bottom Water","0.4","0.15","0.4","74","5.2","900","3700","0.31","0.021","0.027","7.7","0.5","29.7","2.4","1.3","6.7","24","0.48","0.28","0.61","0.04","3.9","0.003","1.2"
"Victoria Harbour","VM14","2019-06-06","1","Surface Water","0.6","0.11","0.6","63","4.4","130","850","0.35","0.069","0.024","7.6","<0.2","22.9","2.3","2.6","14","27.7","0.53","0.26","0.68","0.04","1.8","0.002","3.1"
"Victoria Harbour","VM14","2019-06-06","1","Middle Water","0.3","0.11","0.6","62","4.3","290","1200","0.32","0.067","0.02","7.6","<0.2","24","2.3","2.3","9.4","27.2","0.5","0.26","0.65","0.04","2.7","0.002","1.8"
"Victoria Harbour","VM14","2019-06-06","1","Bottom Water","0.5","0.11","0.7","62","4.3","100","220","0.37","0.07","0.021","7.6","<0.2","27.8","2.3","2.8","13","26.5","0.55","0.28","0.72","0.04","4.1","0.002","2.1"
"Victoria Harbour","VM14","2019-07-24","1","Surface Water","1.2","0.042","12","73","5.1","360","1200","0.49","0.037","0.017","7.5","3","24.6","2.3","3.2","7.4","27.1","0.57","0.27","0.8","0.06","2.3","<0.001","1.7"
"Victoria Harbour","VM14","2019-07-24","1","Middle Water","0.8","0.057","8.7","49","3.4","580","2200","0.28","0.031","0.005","7.5","1.1","25.8","2.3","2","8.5","26.6","0.37","0.33","0.64","0.05","1.9","<0.001","2"
"Victoria Harbour","VM14","2019-07-24","1","Bottom Water","0.7","0.08","6.1","62","4.2","900","2600","0.25","0.032","0.021","7.4","1.9","29.7","2.3","2","10","25.6","0.36","0.49","0.77","0.05","2.7","0.001","2.2"
"Victoria Harbour","VM14","2019-08-09","1","Surface Water","1","0.018","4.7","85","5.7","140","600","0.56","0.13","0.017","8","1.6","22.4","2","2.8","4.6","29.3","0.71","0.25","0.94","0.04","21.2","0.001","0.8"
"Victoria Harbour","VM14","2019-08-09","1","Middle Water","1","0.033","3.9","86","5.8","430","1100","0.44","0.12","0.019","7.9","1.4","23.5","2","2","4.9","28.8","0.59","0.19","0.75","0.05","19.9","0.002","0.9"
"Victoria Harbour","VM14","2019-08-09","1","Bottom Water","0.8","0.072","0.9","58","3.8","450","2100","0.2","0.089","0.014","7.9","0.4","29.6","2","2","6.2","27.6","0.36","0.28","0.57","0.04","25","0.003","0.8"
"Victoria Harbour","VM14","2019-09-11","1","Surface Water","0.9","0.046","15","99","6.5","90","180","0.26","0.048","0.002","8.4","2.3","25.8","2.3","1.8","7","29.4","0.35","0.64","0.95","0.03","4","0.006","2"
"Victoria Harbour","VM14","2019-09-11","1","Middle Water","0.8","0.072","13","106","7","160","430","0.23","0.042","0.005","8.3","2.6","27.2","2.3","1.8","7.6","29","0.34","0.79","1.06","0.03","4.6","0.008","1.4"
"Victoria Harbour","VM14","2019-09-11","1","Bottom Water","0.4","0.09","9.1","91","6","110","430","0.17","0.034","0.01","8.2","3.7","29","2.3","1.8","8.7","28.7","0.29","1.3","1.5","0.04","7.2","0.008","1.7"
"Victoria Harbour","VM14","2019-10-04","1","Surface Water","0.1","0.084","1.1","75","4.9","200","880","0.4","0.081","0.023","7.8","0.6","29.3","2.1","2","7.4","29.9","0.57","0.59","1.07","0.05","4.9","0.003","1.3"
"Victoria Harbour","VM14","2019-10-04","1","Middle Water","0.1","0.084","1.1","74","4.8","210","630","0.4","0.08","0.022","7.8","<0.2","29.4","2.1","2","8.5","29.8","0.56","0.77","1.25","0.05","5.1","0.003","1.2"
"Victoria Harbour","VM14","2019-10-04","1","Bottom Water","0.2","0.12","1","69","4.5","670","1700","0.35","0.067","0.019","7.8","0.3","30.5","2.1","1.9","8.2","29.5","0.54","0.7","1.12","0.04","4.7","0.005","1.3"
"Victoria Harbour","VM14","2019-11-04","1","Surface Water","0.4","0.062","0.4","86","5.8","670","2400","0.15","0.075","0.027","7.8","1","31.7","2.3","1.4","5.3","26.7","0.29","0.55","0.78","0.05","4.5","0.002","0.9"
"Victoria Harbour","VM14","2019-11-04","1","Middle Water","0.5","0.071","0.7","62","4.1","270","1200","0.15","0.075","0.028","7.8","0.4","31.7","2.3","1.4","4.6","26.7","0.3","0.6","0.83","0.05","4.3","0.002","0.7"
"Victoria Harbour","VM14","2019-11-04","1","Bottom Water","0.4","0.07","0.8","77","5.1","180","690","0.15","0.076","0.028","7.8","<0.2","31.8","2.3","1.4","4.4","26.7","0.3","0.99","1.22","0.05","4.2","0.002","<0.5"
"Victoria Harbour","VM14","2019-12-04","1","Surface Water","0.4","0.18","1.7","78","5.5","1200","2100","0.057","0.016","0.023","8.1","1.6","33.1","2","0.82","14","23","0.25","0.51","0.58","0.04","3.6","0.009","1.6"
"Victoria Harbour","VM14","2019-12-04","1","Middle Water","0.3","0.18","1.7","79","5.6","930","2000","0.054","0.017","0.022","8.1","1.6","33.1","2","0.9","15","23","0.25","0.58","0.65","0.05","3.8","0.008","1.9"
"Victoria Harbour","VM14","2019-12-04","1","Bottom Water","0.3","0.17","1.6","78","5.5","900","2300","0.052","0.018","0.022","8.1","1.4","33.1","2","0.88","13","23","0.24","0.67","0.74","0.04","4.1","0.008","1.6"
"Victoria Harbour","VM15","2019-01-02","1","Surface Water","0.4","0.048","0.6","80","6.1","370","700","0.074","0.02","0.022","8","0.6","33.5","2","0.85","4.4","18.8","0.14","0.34","0.43","0.03","3","0.001","1"
"Victoria Harbour","VM15","2019-01-02","1","Middle Water","0.5","0.052","0.5","92","6.9","320","440","0.075","0.02","0.022","8","0.4","33.3","2","0.85","4.5","19.5","0.15","0.27","0.37","0.04","2","0.002","0.8"
"Victoria Harbour","VM15","2019-01-02","1","Bottom Water","0.4","0.049","0.3","90","6.8","240","580","0.076","0.021","0.021","8","1.5","33.3","2","0.82","4","19.5","0.15","0.25","0.35","0.03","2.1","0.002","0.7"
"Victoria Harbour","VM15","2019-02-13","1","Surface Water","1.2","0.2","2.2","92","7","60","170","0.13","0.009","0.02","8","2","31.6","3","0.37","6.2","19.5","0.34","0.69","0.83","0.06","2.4","0.006","2"
"Victoria Harbour","VM15","2019-02-13","1","Middle Water","0.8","0.18","0.5","96","7.3","130","200","0.12","0.009","0.025","8","0.5","31.7","3","0.41","5.1","19.5","0.31","0.52","0.65","0.04","0.7","0.005","1.6"
"Victoria Harbour","VM15","2019-02-13","1","Bottom Water","0.7","0.14","1.2","95","7.2","60","220","0.11","0.011","0.012","8","0.3","31.9","3","0.5","7","19.4","0.26","0.73","0.85","0.03","0.9","0.004","2"
"Victoria Harbour","VM15","2019-03-01","1","Surface Water","0.6","0.096","8.9","94","7.1","110","170","0.08","0.013","0.013","8.1","1.8","32.2","3.3","0.32","3.6","20.1","0.19","0.38","0.47","0.03","0.5","0.003","1.6"
"Victoria Harbour","VM15","2019-03-01","1","Middle Water","0.8","0.079","6.8","96","7.2","210","540","0.079","0.013","0.021","8.1","1.6","32.2","3.3","0.35","1.4","20.1","0.17","0.6","0.69","0.04","0.5","0.003","0.9"
"Victoria Harbour","VM15","2019-03-01","1","Bottom Water","0.5","0.077","4.5","92","7","250","360","0.083","0.015","0.015","8.1","1.1","32.3","3.3","0.36","2.4","19.9","0.18","0.31","0.41","0.03","0.5","0.003","0.8"
"Victoria Harbour","VM15","2019-04-11","1","Surface Water","1","0.21","4.9","91","6.4","60","350","0.27","0.015","0.022","7.9","<0.2","30.6","4.5","0.71","9.6","24.1","0.5","0.44","0.73","0.05","0.6","0.007","2.5"
"Victoria Harbour","VM15","2019-04-11","1","Middle Water","1.1","0.2","6.4","79","5.6","93","130","0.24","0.015","0.021","7.9","<0.2","30.6","4.5","0.63","8.3","23.9","0.46","0.44","0.7","0.05","0.4","0.006","2.6"
"Victoria Harbour","VM15","2019-04-11","1","Bottom Water","0.9","0.19","4","81","5.7","140","660","0.22","0.015","0.03","7.9","1.7","31.3","4.5","0.67","9.2","23.7","0.43","0.35","0.59","0.04","2.6","0.006","2.4"
"Victoria Harbour","VM15","2019-05-10","1","Surface Water","0.7","0.21","0.6","84","5.9","90","320","0.24","0.02","0.029","7.6","0.5","30.5","2.6","1","3.4","24.1","0.47","0.41","0.67","0.04","2.7","0.004","1.1"
"Victoria Harbour","VM15","2019-05-10","1","Middle Water","0.4","0.17","<0.2","60","4.3","460","1000","0.16","0.015","0.025","7.6","0.5","30.8","2.6","0.85","3.4","23.9","0.35","0.31","0.49","0.03","2.1","0.003","1.2"
"Victoria Harbour","VM15","2019-05-10","1","Bottom Water","0.5","0.16","0.6","64","4.5","530","2700","0.16","0.015","0.027","7.7","0.5","31.7","2.6","0.82","6.9","23.8","0.34","0.32","0.5","0.03","5.7","0.003","1.4"
"Victoria Harbour","VM15","2019-06-03","1","Surface Water","0.6","0.18","1.4","74","5.1","2100","2700","0.32","0.037","0.027","7.6","0.9","27.2","2.2","2.1","2","26.7","0.54","0.42","0.78","0.04","5.7","0.004","0.6"
"Victoria Harbour","VM15","2019-06-03","1","Middle Water","0.4","0.2","1.7","65","4.5","2200","3700","0.29","0.034","0.029","7.5","0.6","27.6","2.2","1.9","3.5","26.5","0.52","0.54","0.86","0.04","2.1","0.004","0.8"
"Victoria Harbour","VM15","2019-06-03","1","Bottom Water","0.2","0.09","0.3","65","4.4","2600","3500","0.13","0.029","0.016","7.5","1.2","30.4","2.2","1.1","8.3","26.1","0.25","0.5","0.66","0.04","5.6","0.002","1"
"Victoria Harbour","VM15","2019-07-25","1","Surface Water","3.6","0.024","37","151","10.2","390","760","0.18","0.02","0.004","8.5","11","25.9","2.2","0.25","15","28.2","0.22","0.33","0.53","0.03","14.8","0.004","4.4"
"Victoria Harbour","VM15","2019-07-25","1","Middle Water","2.2","0.14","31","115","7.8","720","2500","0.16","0.023","<0.002","8.3","8.6","28.5","2.2","0.36","9.8","27.1","0.32","0.59","0.77","0.05","14.4","0.013","3.6"
"Victoria Harbour","VM15","2019-07-25","1","Bottom Water","0.8","0.16","16","37","2.5","250","560","0.11","0.023","<0.002","7.9","6","32.2","2.2","1.4","13","24.9","0.29","0.5","0.63","0.08","22","0.006","2.9"
"Victoria Harbour","VM15","2019-08-08","1","Surface Water","1.5","0.12","2.6","73","4.8","43","100","0.23","0.084","0.015","7.9","0.4","27.9","2.4","2","2.8","28.4","0.43","0.27","0.58","0.04","10.7","0.006","0.9"
"Victoria Harbour","VM15","2019-08-08","1","Middle Water","4.8","0.22","1.8","66","4.4","430","870","0.18","0.061","0.024","7.9","1.3","28.9","2.4","1.8","3.2","27.8","0.46","0.4","0.64","0.05","11.4","0.01","0.8"
"Victoria Harbour","VM15","2019-08-08","1","Bottom Water","0.4","0.16","2","64","4.3","1300","2600","0.14","0.038","0.02","7.9","2.1","29.8","2.4","1.6","23","27.8","0.34","0.56","0.74","0.06","16.4","0.007","2.7"
"Victoria Harbour","VM15","2019-09-12","1","Surface Water","0.9","0.22","8.6","87","5.7","80","270","0.13","0.03","0.015","8.2","3.3","29.6","2.5","1.1","7.1","29.1","0.38","0.9","1.06","0.05","5.3","0.018","1.7"
"Victoria Harbour","VM15","2019-09-12","1","Middle Water","0.8","0.2","10","65","4.2","100","360","0.13","0.029","0.018","8.2","2.6","29.7","2.5","1.2","7.7","29","0.36","1.5","1.66","0.05","5.9","0.016","1.7"
"Victoria Harbour","VM15","2019-09-12","1","Bottom Water","0.7","0.18","8.7","67","4.4","410","1600","0.12","0.028","0.019","8.1","3.7","30.3","2.5","1.4","17","28.9","0.33","1.4","1.55","0.06","10.7","0.013","2.3"
"Victoria Harbour","VM15","2019-10-03","1","Surface Water","0.6","0.25","0.9","69","4.4","70","620","0.24","0.041","0.029","7.8","0.6","31.3","2.2","2","5.9","29.8","0.53","0.77","1.05","0.05","4.4","0.009","1"
"Victoria Harbour","VM15","2019-10-03","1","Middle Water","0.6","0.25","1.1","67","4.3","3000","8800","0.24","0.043","0.027","7.8","1.1","31.3","2.2","2","10","29.6","0.53","0.61","0.89","0.06","5.2","0.009","1.6"
"Victoria Harbour","VM15","2019-10-03","1","Bottom Water","0.6","0.25","0.8","63","4.1","2100","6900","0.24","0.044","0.027","7.7","1","31.3","2.2","1.6","6.8","29.4","0.53","0.74","1.02","0.05","14.4","0.008","1.4"
"Victoria Harbour","VM15","2019-11-04","1","Surface Water","0.6","0.19","1.4","91","6","190","330","0.11","0.038","0.034","7.8","0.3","32.4","3","1.2","3.2","26.8","0.34","0.69","0.84","0.05","4.9","0.006","0.7"
"Victoria Harbour","VM15","2019-11-04","1","Middle Water","0.3","0.19","1.8","63","4.2","350","860","0.11","0.039","0.034","7.8","<0.2","32.4","3","1.2","3.7","26.8","0.34","0.96","1.11","0.07","3.4","0.006","0.6"
"Victoria Harbour","VM15","2019-11-04","1","Bottom Water","0.6","0.17","1.3","74","4.9","540","950","0.11","0.041","0.035","7.8","<0.2","32.5","3","1.2","3.7","26.8","0.32","0.98","1.13","0.06","3.8","0.005","0.7"
"Victoria Harbour","VM15","2019-12-02","1","Surface Water","0.4","0.18","1.9","89","6.2","660","1100","0.074","0.013","0.031","8.1","1.1","33.1","2.4","0.75","7.3","23.5","0.27","0.32","0.41","0.06","12.7","0.008","1.8"
"Victoria Harbour","VM15","2019-12-02","1","Middle Water","0.3","0.18","1.8","78","5.4","370","880","0.071","0.013","0.028","8","1.1","33.1","2.4","0.74","6.4","23.5","0.26","0.29","0.37","0.06","3.9","0.008","1.2"
"Victoria Harbour","VM15","2019-12-02","1","Bottom Water","0.3","0.18","2","81","5.7","180","450","0.069","0.013","0.026","8","1.6","33.2","2.4","0.63","14","23.5","0.26","0.29","0.37","0.06","4.5","0.008","2.6"
"Victoria Harbour","VM2","2019-01-02","1","Surface Water","0.3","0.019","0.6","83","6.3","170","350","0.067","0.019","0.017","8","0.6","33.3","2","0.85","4.5","19.2","0.11","0.1","0.19","0.03","2.2","<0.001","0.9"
"Victoria Harbour","VM2","2019-01-02","1","Middle Water","0.5","0.019","0.5","95","7.2","270","340","0.067","0.019","0.016","8","0.5","33.3","2","0.8","4.3","19.2","0.11","0.24","0.33","0.03","2","<0.001","0.8"
"Victoria Harbour","VM2","2019-01-02","1","Bottom Water","0.4","0.012","0.6","96","7.3","110","120","0.066","0.019","0.016","8","0.5","33.3","2","0.85","4.5","19.2","0.1","0.22","0.31","0.03","2.2","<0.001","0.9"
"Victoria Harbour","VM2","2019-02-13","1","Surface Water","0.5","0.083","1.3","88","6.7","370","1200","0.098","0.009","0.011","8","1.2","32.1","3.1","0.47","6.4","19.3","0.19","0.45","0.56","0.03","0.8","0.002","1.9"
"Victoria Harbour","VM2","2019-02-13","1","Middle Water","0.4","0.084","1.2","98","7.4","320","770","0.088","0.009","0.013","8","0.5","32.2","3.1","0.49","6.8","19.3","0.18","0.34","0.44","0.03","0.5","0.002","1.7"
"Victoria Harbour","VM2","2019-02-13","1","Bottom Water","0.2","0.083","1.8","95","7.3","360","670","0.093","0.012","0.015","8","0.6","32.3","3.1","0.58","5.7","19.3","0.19","0.4","0.51","0.03","0.7","0.002","1.5"
"Victoria Harbour","VM2","2019-03-01","1","Surface Water","0.5","0.043","3.3","97","7.3","270","580","0.044","0.008","<0.002","8.1","1.1","32.7","3.4","0.43","4","19.7","0.1","0.55","0.6","<0.02","0.4","0.001","1.4"
"Victoria Harbour","VM2","2019-03-01","1","Middle Water","0.4","0.042","2.4","97","7.3","190","320","0.04","0.008","<0.002","8.1","1.5","32.7","3.4","0.44","1.2","19.7","0.09","0.47","0.52","<0.02","0.3","0.001","0.7"
"Victoria Harbour","VM2","2019-03-01","1","Bottom Water","0.5","0.041","1.8","97","7.3","50","230","0.047","0.008","<0.002","8.1","0.8","32.7","3.4","0.48","2.8","19.7","0.1","0.48","0.54","<0.02","0.4","0.001","0.7"
"Victoria Harbour","VM2","2019-04-11","1","Surface Water","0.9","0.14","4.5","86","6","190","390","0.19","0.014","0.011","7.9","<0.2","32","4.6","0.44","8.9","24","0.34","0.31","0.51","0.04","0.4","0.004","2.4"
"Victoria Harbour","VM2","2019-04-11","1","Middle Water","0.8","0.11","3.5","65","4.6","66","110","0.11","0.009","0.022","7.9","<0.2","32.5","4.6","0.36","8.6","23.3","0.23","0.25","0.37","0.04","0.3","0.004","2.4"
"Victoria Harbour","VM2","2019-04-11","1","Bottom Water","0.4","0.06","3","90","6.4","14","32","0.07","0.006","0.021","7.9","0.9","33.7","4.6","0.33","9.2","22.5","0.14","0.15","0.23","0.03","0.8","0.002","2.2"
"Victoria Harbour","VM2","2019-05-10","1","Surface Water","0.4","0.13","0.8","74","5.2","600","1300","0.18","0.027","0.039","7.7","0.2","31.8","2.8","0.76","2.9","23.8","0.34","0.32","0.53","0.05","1.6","0.002","1.1"
"Victoria Harbour","VM2","2019-05-10","1","Middle Water","0.3","0.076","1.4","66","4.6","460","890","0.092","0.013","0.017","7.7","<0.2","32.2","2.8","0.57","3.4","23.7","0.18","0.23","0.34","0.03","1.7","0.002","1.2"
"Victoria Harbour","VM2","2019-05-10","1","Bottom Water","0.2","0.1","0.6","86","6.1","380","840","0.14","0.018","0.024","7.7","<0.2","33.1","2.8","0.66","3.3","23.5","0.26","0.28","0.44","0.04","2.5","0.002","1"
"Victoria Harbour","VM2","2019-06-05","1","Surface Water","0.4","0.14","0.6","63","4.2","710","2300","0.17","0.049","0.019","7.6","<0.2","30.2","2.7","1.3","11","26.9","0.36","0.31","0.53","0.04","2","0.003","2.1"
"Victoria Harbour","VM2","2019-06-05","1","Middle Water","0.1","0.11","0.8","61","4.2","520","1300","0.13","0.051","0.017","7.6","<0.2","30.7","2.7","1.1","6.6","26.1","0.29","0.28","0.46","0.04","1.9","0.002","1"
"Victoria Harbour","VM2","2019-06-05","1","Bottom Water","<0.1","0.019","0.6","69","4.7","230","750","0.049","0.059","0.011","7.6","<0.2","32.9","2.7","0.78","13","25.3","0.13","0.14","0.25","0.03","3.2","<0.001","2.3"
"Victoria Harbour","VM2","2019-07-25","1","Surface Water","3.3","0.073","23","129","8.7","1200","2400","0.18","0.026","0.003","8.4","5.3","28.2","2","0.1","16","27.3","0.28","0.7","0.91","0.06","13.1","0.008","4.8"
"Victoria Harbour","VM2","2019-07-25","1","Middle Water","1.8","0.08","26","91","6.2","550","1900","0.15","0.021","0.012","8.1","6.8","31.1","2","0.3","13","25.8","0.25","0.44","0.61","0.05","12.9","0.005","3.1"
"Victoria Harbour","VM2","2019-07-25","1","Bottom Water","0.9","0.072","14","63","4.3","80","300","0.098","0.022","<0.002","8","4.2","32.4","2","0.66","12","24.7","0.19","0.24","0.36","0.04","12.7","0.003","2.6"
"Victoria Harbour","VM2","2019-08-08","1","Surface Water","0.9","0.18","2.2","67","4.4","190","400","0.15","0.043","0.021","7.9","0.3","29.5","2.5","1.5","3.4","28.1","0.37","0.46","0.65","0.06","14.7","0.009","0.8"
"Victoria Harbour","VM2","2019-08-08","1","Middle Water","0.6","0.15","1.7","74","4.9","640","1100","0.14","0.037","0.023","8","2.4","30.1","2.5","1.4","4.5","27.9","0.33","0.36","0.54","0.04","15.6","0.007","0.8"
"Victoria Harbour","VM2","2019-08-08","1","Bottom Water","0.5","0.13","1.6","75","4.9","470","800","0.13","0.034","0.02","8","1.2","30.6","2.5","1.3","5.2","27.8","0.29","0.34","0.5","0.04","15.8","0.007","1.2"
